커피_매출액,커피_한잔_가격,일일_유동인구,프로모션_할인율,SNS_언급량,영업시간,경쟁점포_거리_km,원두_품질점수,휴일까지_남은일수,평균기온,매장_분위기평점,멤버십가입여부,모바일주문여부,상권유형
2741.3,4.22,238.0,0.07,,8.68,0.08,74.5,31.0,24.2,3.2,비회원,지원,Residential
3165.97,3.5,225.0,0.046,14.0,12.97,1.41,75.3,23.4,13.4,4.0,비회원,미지원,Business
2032.67,4.11,151.0,0.005,10.0,15.06,0.2,77.9,35.6,11.0,4.0,비회원,지원,Business
2718.89,3.76,205.0,0.031,19.0,10.81,0.12,78.4,30.9,16.7,4.5,비회원,미지원,Business
4195.27,3.9,238.0,0.068,24.0,12.42,0.89,69.6,59.6,17.9,3.9,비회원,지원,Business
2147.15,4.57,117.0,0.048,21.0,13.14,0.15,75.3,29.4,18.6,4.0,회원,미지원,Business
4818.67,4.26,227.0,0.115,,11.32,1.95,89.0,50.2,27.6,4.5,비회원,미지원,Residential
4159.21,5.52,167.0,0.061,,15.23,5.21,78.2,48.8,19.3,3.3,비회원,지원,Residential
3413.28,5.15,229.0,0.103,23.0,10.9,1.26,77.9,4.3,36.5,4.3,비회원,지원,Business
1656.07,4.13,162.0,0.034,,9.0,0.4,69.3,5.2,28.1,3.0,회원,지원,Business
3364.55,3.95,110.0,0.106,14.0,9.15,2.78,85.7,39.6,15.9,3.8,비회원,지원,Residential
2661.14,5.33,119.0,0.029,,15.13,2.88,73.3,15.5,5.6,3.7,회원,지원,Business
1580.8,5.5,202.0,0.054,18.0,15.9,1.98,58.6,39.5,34.7,,회원,미지원,Residential
5123.37,3.18,213.0,0.127,,10.31,1.43,78.4,8.7,16.0,4.4,비회원,지원,Business
2552.6,4.56,155.0,0.033,,9.15,3.04,80.7,23.8,24.5,4.4,회원,미지원,Residential
3749.55,4.35,232.0,0.08,23.0,11.86,0.27,72.6,6.1,13.3,4.4,회원,지원,Residential
2745.11,4.89,117.0,0.075,,13.68,4.02,57.1,16.9,29.2,,비회원,지원,Tourist
1383.3,5.67,197.0,0.041,16.0,12.9,4.41,66.1,5.3,23.9,3.1,비회원,미지원,Business
5120.64,4.21,139.0,0.127,,15.61,3.08,74.1,58.2,10.4,3.6,회원,지원,Business
5542.99,3.26,167.0,0.072,30.0,14.54,0.43,71.9,23.7,4.3,4.4,회원,미지원,Residential
5026.89,4.85,202.0,0.126,,14.95,2.93,78.5,54.1,19.3,4.4,비회원,지원,Residential
2045.48,5.33,157.0,0.056,,12.33,1.03,79.7,58.3,21.5,4.5,비회원,미지원,Residential
3936.54,4.32,181.0,0.17,25.0,10.62,1.36,71.5,54.6,23.3,4.0,비회원,미지원,Residential
4887.26,4.08,250.0,0.199,,13.61,2.75,63.8,27.3,12.6,3.7,회원,미지원,Business
3109.06,4.24,171.0,0.052,,11.51,0.05,86.6,46.7,13.5,,회원,미지원,Business
3591.51,5.01,242.0,0.159,20.0,10.3,0.68,79.5,9.2,4.8,4.3,비회원,지원,Business
3408.24,4.23,144.0,0.043,22.0,9.22,2.54,80.4,5.7,14.1,3.7,회원,지원,Residential
3439.54,4.7,226.0,0.017,,12.22,2.52,78.1,52.6,6.6,3.0,비회원,지원,Business
5377.69,4.52,272.0,0.112,,12.75,2.83,83.8,1.9,13.0,4.3,회원,지원,Business
2408.67,4.45,76.0,0.027,24.0,12.55,0.28,72.0,58.3,20.3,,비회원,지원,Residential
3172.93,4.92,160.0,0.081,27.0,8.93,1.84,81.6,40.3,20.2,4.3,회원,미지원,Residential
4211.53,4.21,229.0,0.073,21.0,12.56,0.24,80.3,25.2,13.3,4.2,회원,지원,Residential
3207.6,4.24,190.0,0.079,,9.35,2.31,80.1,8.5,19.9,4.4,회원,미지원,Residential
2568.47,4.98,219.0,0.079,23.0,13.31,0.42,65.4,43.4,28.3,2.2,비회원,미지원,Tourist
2983.39,3.91,170.0,0.035,,11.44,2.01,76.1,33.8,16.1,4.8,회원,미지원,Business
4110.34,3.97,204.0,0.064,,14.79,0.91,78.1,42.7,9.0,3.3,회원,미지원,Business
6463.26,3.74,192.0,0.05,,14.23,6.43,89.2,25.1,23.5,,회원,미지원,Residential
3630.96,5.01,258.0,0.073,,13.8,1.3,75.8,4.0,25.6,,비회원,지원,Business
3527.63,4.44,213.0,0.051,18.0,13.61,1.5,83.7,18.9,13.1,3.6,회원,미지원,Business
3426.89,3.71,217.0,0.134,,12.48,0.69,63.1,18.9,13.2,4.7,비회원,미지원,Business
1258.72,5.01,179.0,0.061,17.0,8.49,1.99,69.3,0.5,4.1,4.1,비회원,지원,Residential
3480.19,4.17,176.0,0.051,19.0,13.24,1.02,78.5,0.6,14.8,3.4,비회원,지원,Business
3508.69,3.98,178.0,0.075,,11.74,0.03,78.4,19.8,11.5,3.5,비회원,지원,Business
4280.09,4.38,220.0,0.03,32.0,11.76,1.41,69.3,43.7,7.3,5.0,비회원,지원,Business
2588.18,5.39,179.0,0.038,23.0,11.03,2.66,82.6,37.4,15.4,4.0,비회원,미지원,Business
5261.42,4.26,214.0,0.172,21.0,15.43,0.41,73.7,14.3,18.0,3.5,비회원,지원,Residential
2715.15,4.85,304.0,0.036,,10.0,0.37,73.5,36.2,16.7,,회원,지원,Tourist
2714.24,4.94,244.0,0.06,,10.53,1.41,74.4,38.8,15.7,2.8,비회원,지원,Residential
5528.97,4.77,184.0,0.099,,15.7,2.56,85.7,31.4,28.7,3.1,회원,지원,Tourist
4848.69,5.26,260.0,0.173,,14.48,0.43,83.7,31.3,20.2,3.9,회원,지원,Business
5500.16,4.08,180.0,0.164,,8.11,4.04,90.1,22.2,22.6,4.5,회원,지원,Residential
4548.5,3.87,98.0,0.025,22.0,15.25,3.93,79.4,7.4,30.7,4.2,회원,미지원,Business
3885.57,3.86,150.0,0.068,,9.81,0.34,90.4,23.1,24.9,4.5,비회원,지원,Residential
3237.15,4.41,106.0,0.143,,13.65,0.46,76.9,20.7,16.1,4.1,회원,미지원,Business
4225.57,3.93,182.0,0.081,,12.42,1.81,74.0,35.5,5.0,3.1,회원,지원,Residential
3226.4,4.59,201.0,0.034,,12.29,4.55,71.5,51.4,15.4,4.1,회원,미지원,Business
3695.65,4.55,284.0,0.019,,13.74,1.86,73.6,22.5,28.2,4.1,회원,지원,Business
2000.2,5.11,216.0,0.104,,9.66,0.88,74.0,42.6,24.9,3.7,회원,미지원,Residential
1003.07,4.67,189.0,0.014,21.0,9.27,0.28,69.5,48.7,15.4,3.6,비회원,미지원,Residential
3659.36,4.25,241.0,0.139,17.0,13.22,0.93,70.3,12.7,17.4,,회원,미지원,Residential
1950.1,4.75,89.0,0.014,,10.32,1.4,79.9,54.1,18.9,2.9,회원,지원,Residential
5406.63,3.88,212.0,0.136,23.0,15.79,0.6,71.1,4.2,13.7,3.0,비회원,지원,Business
2865.46,4.48,239.0,0.119,19.0,11.61,1.07,61.4,54.1,14.1,5.0,회원,지원,Residential
1647.63,4.69,126.0,0.195,,8.89,0.21,61.0,9.8,13.5,3.0,회원,지원,Business
2943.78,4.58,257.0,0.088,,13.49,0.9,58.2,20.2,21.4,2.7,회원,지원,Residential
932.55,4.75,217.0,0.029,,10.45,0.14,63.7,36.3,10.6,3.4,회원,미지원,Residential
2326.6,4.11,179.0,0.106,,9.19,0.08,65.4,54.3,28.1,4.1,비회원,지원,Residential
2279.57,5.19,232.0,0.036,,11.38,2.92,67.2,15.3,18.0,4.1,회원,지원,Residential
2547.64,5.59,314.0,0.043,17.0,15.71,0.34,77.3,45.8,10.3,3.2,회원,미지원,Business
2874.32,3.54,209.0,0.079,19.0,11.29,1.28,64.8,42.6,25.2,3.9,회원,미지원,Business
2018.89,3.77,212.0,0.013,,10.78,0.24,67.6,9.6,28.5,3.5,비회원,미지원,Business
1498.83,4.53,177.0,0.048,,11.56,0.46,60.3,28.8,38.0,3.9,비회원,지원,Business
2468.33,4.35,158.0,0.131,,8.1,0.67,69.7,28.9,27.6,3.6,회원,지원,Residential
1760.0,5.64,242.0,0.179,16.0,9.06,0.23,80.8,18.3,11.9,3.4,비회원,미지원,Business
2978.34,4.63,157.0,0.038,,14.8,0.07,74.8,46.8,19.5,3.4,회원,지원,Residential
4411.15,5.34,204.0,0.119,,15.82,3.15,75.7,55.6,35.7,2.5,비회원,지원,Business
3654.26,3.27,176.0,0.108,,9.26,0.02,75.0,43.0,12.6,3.7,회원,지원,Business
2598.29,4.99,224.0,0.074,27.0,12.28,0.09,64.7,58.4,9.1,3.8,비회원,미지원,Residential
4622.87,4.07,217.0,0.033,,15.73,2.45,71.7,3.0,15.3,,회원,지원,Residential
2664.08,4.06,252.0,0.061,19.0,9.25,0.5,76.8,2.2,10.9,3.6,회원,미지원,Residential
3432.96,4.35,174.0,0.069,,9.49,1.92,82.8,53.6,13.7,3.6,비회원,지원,Business
4902.96,3.65,187.0,0.077,,15.41,0.24,77.9,53.9,13.4,2.7,회원,지원,Business
4374.9,4.77,151.0,0.172,,13.65,0.41,82.0,6.4,23.0,3.3,비회원,지원,Residential
1990.99,4.61,178.0,0.041,22.0,9.22,1.28,66.3,21.4,8.9,,회원,지원,Residential
3552.09,4.66,219.0,0.065,,11.15,6.72,63.0,50.1,18.9,3.9,회원,미지원,Tourist
0.0,5.03,238.0,0.044,17.0,8.45,0.11,61.0,7.7,12.6,4.5,비회원,미지원,Business
2559.61,5.41,154.0,0.09,,11.46,0.77,81.5,16.0,21.8,3.8,비회원,지원,Residential
2565.89,4.28,243.0,0.048,,14.22,0.07,63.5,40.9,22.6,,회원,미지원,Residential
3735.92,4.79,268.0,0.137,17.0,12.43,0.33,83.5,58.9,24.2,3.7,비회원,미지원,Residential
3566.59,4.68,221.0,0.03,,13.18,3.57,71.4,47.8,24.2,4.0,비회원,지원,Business
3434.82,4.73,294.0,0.051,,10.61,0.15,88.4,46.6,13.7,3.8,회원,미지원,Residential
2181.09,4.74,161.0,0.086,,9.29,2.92,71.4,20.6,18.0,5.0,비회원,미지원,Residential
495.52,5.45,138.0,0.056,,8.1,0.29,71.8,39.7,28.3,3.7,회원,지원,Residential
3682.39,4.22,111.0,0.018,,14.57,2.97,75.5,6.8,21.1,4.3,회원,지원,Business
5184.29,3.58,275.0,0.116,,13.09,1.16,71.7,59.5,24.2,3.9,비회원,지원,Residential
4536.38,4.08,233.0,0.079,,9.83,3.16,78.3,28.8,9.5,4.5,비회원,지원,Tourist
2173.84,4.95,197.0,0.105,,11.35,0.25,66.6,38.3,24.7,4.2,회원,지원,Residential
3433.24,4.51,214.0,0.034,18.0,14.41,2.15,76.5,52.6,4.8,4.0,비회원,미지원,Residential
2584.0,4.22,144.0,0.058,,12.31,1.71,69.0,0.1,7.3,,비회원,미지원,Residential
4808.7,3.85,322.0,0.053,25.0,10.4,1.17,73.4,58.6,11.7,,회원,지원,Residential
2845.09,4.63,206.0,0.122,,10.14,2.5,64.0,21.5,21.0,3.4,회원,지원,Business
648.09,4.89,205.0,0.048,8.0,9.74,1.57,82.0,20.4,22.2,3.6,비회원,미지원,Business
4210.35,4.68,236.0,0.09,17.0,14.59,3.14,72.2,8.7,12.3,,회원,지원,Residential
4336.08,4.35,224.0,0.179,18.0,12.65,0.72,82.3,51.5,4.5,3.4,회원,미지원,Business
3657.11,4.59,211.0,0.08,25.0,13.67,1.34,69.1,52.3,24.7,2.6,회원,미지원,Residential
4158.27,4.58,160.0,0.101,,14.88,3.07,74.9,1.2,22.1,4.4,회원,미지원,Residential
4805.5,4.61,224.0,0.141,,15.89,0.36,82.4,3.3,21.0,4.1,회원,미지원,Residential
3663.82,3.79,294.0,0.109,19.0,10.0,1.0,65.6,55.1,31.5,3.8,비회원,지원,Residential
3559.84,4.62,267.0,0.074,,9.45,4.86,67.9,7.4,19.1,4.6,비회원,지원,Business
3788.79,4.24,280.0,0.067,,11.7,0.96,81.5,37.3,11.1,3.3,비회원,미지원,Business
1476.9,5.12,174.0,0.047,,8.28,0.44,85.8,37.2,27.3,3.7,비회원,미지원,Business
4405.72,4.58,151.0,0.174,,14.33,0.65,75.1,52.2,15.1,3.9,비회원,지원,Residential
3792.16,5.0,194.0,0.066,20.0,15.07,3.25,67.2,34.4,17.3,3.6,비회원,지원,Tourist
3796.46,4.32,203.0,0.028,,13.49,4.65,72.5,26.0,14.2,3.3,회원,미지원,Business
6592.96,4.34,255.0,0.191,,10.14,4.5,90.8,58.5,12.2,,비회원,지원,Business
1493.85,5.4,115.0,0.132,23.0,8.99,1.8,64.3,13.7,15.0,4.0,회원,지원,Business
2839.34,4.76,276.0,0.028,,11.06,1.07,79.2,15.8,28.6,4.2,비회원,미지원,Residential
4768.76,4.07,192.0,0.124,,14.67,0.3,76.0,5.1,10.5,3.3,회원,지원,Residential
1739.35,5.04,179.0,0.09,21.0,10.78,0.2,65.7,58.5,25.5,4.3,회원,지원,Residential
2397.72,4.18,149.0,0.122,,8.27,0.09,72.5,42.4,5.1,3.4,회원,지원,Residential
0.0,4.64,117.0,0.014,15.0,10.19,0.03,60.6,0.7,29.2,3.9,회원,미지원,Residential
5013.12,5.6,241.0,0.164,,15.92,3.16,77.3,42.3,29.9,5.0,회원,지원,Business
4749.85,3.64,204.0,0.047,,13.41,2.48,78.5,24.2,10.8,4.3,회원,지원,Business
2325.22,4.39,136.0,0.04,,15.21,1.26,64.1,58.1,18.6,4.0,비회원,미지원,Residential
6168.14,4.74,135.0,0.105,18.0,14.2,10.0,79.5,16.6,22.5,4.6,회원,지원,Residential
4528.84,4.96,183.0,0.11,26.0,12.32,4.59,69.7,42.6,13.8,3.5,비회원,지원,Business
8246.88,3.76,1026.0,0.029,22.0,9.19,1.6,69.0,37.6,31.2,4.1,비회원,지원,Business
3219.59,3.58,187.0,0.101,18.0,10.79,0.94,67.2,0.7,18.2,3.3,비회원,지원,Residential
1927.79,5.15,125.0,0.079,,12.67,0.25,80.3,53.1,14.4,3.6,비회원,미지원,Business
3644.63,4.07,188.0,0.089,24.0,14.97,1.09,61.6,8.4,18.6,4.8,비회원,미지원,Residential
2604.11,4.04,186.0,0.125,23.0,10.15,0.26,62.3,39.8,12.8,4.0,비회원,미지원,Residential
168.01,5.43,65.0,0.111,,8.97,0.76,70.3,46.5,18.1,,비회원,미지원,Business
4436.92,4.54,197.0,0.076,23.0,12.47,4.29,70.5,37.9,14.9,3.7,비회원,지원,Residential
2672.52,4.55,188.0,0.096,21.0,9.41,0.63,80.0,5.8,12.5,4.5,비회원,미지원,Business
2353.67,4.39,235.0,0.027,18.0,12.88,0.25,74.3,58.5,23.6,3.8,회원,미지원,Business
4582.07,3.77,292.0,0.125,,10.11,1.31,74.3,14.2,6.2,3.9,비회원,지원,Business
1963.92,4.91,256.0,0.038,23.0,9.85,1.38,62.0,37.7,30.3,3.8,회원,지원,Residential
2253.43,4.75,187.0,0.038,,11.19,0.32,73.2,47.8,19.6,4.0,비회원,지원,Residential
1521.13,4.6,145.0,0.086,20.0,12.75,0.33,55.7,56.4,30.9,3.6,회원,지원,Business
5880.49,4.43,329.0,0.042,,12.36,6.84,76.9,36.2,24.7,3.0,비회원,지원,Residential
2285.01,4.32,203.0,0.075,17.0,9.96,0.42,80.4,15.5,8.6,3.8,회원,미지원,Business
3242.32,5.05,201.0,0.08,,15.13,2.73,68.8,50.2,18.5,3.9,비회원,미지원,Residential
3304.97,4.42,199.0,0.197,18.0,8.88,0.95,78.0,9.8,5.4,4.8,회원,미지원,Residential
1889.87,4.46,210.0,0.042,,8.32,0.86,71.5,1.3,11.7,2.4,비회원,지원,Residential
3499.35,4.82,193.0,0.037,22.0,12.82,0.52,84.9,54.5,17.0,,회원,지원,Business
1685.13,4.62,171.0,0.081,16.0,8.99,2.23,76.8,34.5,13.1,4.4,비회원,미지원,Business
1424.55,5.49,173.0,0.09,17.0,12.04,3.19,66.7,4.2,14.7,4.2,회원,미지원,Business
5620.91,3.44,198.0,0.076,,15.61,0.45,84.4,34.8,13.3,3.9,회원,지원,Business
3316.99,4.68,173.0,0.095,,13.59,0.15,81.6,8.7,33.6,3.2,회원,미지원,Residential
3066.43,4.08,164.0,0.064,,12.94,0.22,71.7,1.9,18.8,,회원,지원,Business
4449.72,3.93,205.0,0.098,,12.6,2.36,79.0,7.0,22.4,4.5,비회원,미지원,Business
2107.47,4.23,187.0,0.058,18.0,9.44,0.86,78.8,46.5,17.6,4.0,비회원,미지원,Business
3158.51,4.53,275.0,0.067,24.0,11.46,0.21,71.6,45.3,20.4,4.0,회원,미지원,Residential
2043.95,4.56,67.0,0.119,,10.74,0.62,75.5,36.3,3.6,3.7,비회원,미지원,Residential
6522.75,3.59,255.0,0.167,,15.62,1.08,77.0,12.6,29.7,4.2,회원,지원,Business
3052.37,4.18,262.0,0.065,20.0,9.94,2.87,69.6,44.3,12.9,3.8,비회원,미지원,Business
2897.22,4.67,96.0,0.017,,11.77,1.54,85.8,24.5,26.0,4.0,회원,지원,Residential
2664.0,3.97,183.0,0.026,,15.5,0.29,59.2,30.6,26.3,4.1,회원,지원,Business
4657.1,3.83,181.0,0.082,,14.31,0.26,80.4,53.9,5.4,5.0,비회원,지원,Residential
4734.09,3.15,130.0,0.101,,15.72,0.8,65.3,27.5,18.4,,회원,지원,Residential
2899.93,4.1,161.0,0.041,,12.87,0.12,73.1,37.6,20.8,3.9,비회원,지원,Business
2359.49,3.81,144.0,0.138,17.0,10.67,2.11,62.2,57.7,18.8,4.5,비회원,미지원,Business
3652.35,3.91,288.0,0.057,,14.61,0.77,64.4,27.1,18.0,4.3,회원,미지원,Business
3586.9,4.34,247.0,0.165,20.0,10.33,0.63,74.3,33.6,14.9,4.2,비회원,미지원,Residential
4456.42,4.14,264.0,0.088,26.0,9.32,1.07,75.6,35.1,13.0,5.0,회원,지원,Residential
6518.01,3.8,236.0,0.151,26.0,13.65,1.85,83.5,14.4,25.4,4.5,회원,미지원,Business
3880.95,3.23,144.0,0.032,,13.11,1.26,71.8,44.2,20.8,3.4,회원,지원,Business
4280.66,4.68,174.0,0.084,,15.03,2.43,79.9,43.6,19.3,,비회원,미지원,Residential
3712.91,4.95,224.0,0.096,,15.7,1.49,74.9,12.8,6.8,3.8,회원,미지원,Business
6061.57,4.26,139.0,0.173,28.0,14.86,2.33,79.6,0.8,16.2,3.5,비회원,미지원,Business
2149.16,4.34,236.0,0.09,16.0,8.48,1.79,66.3,59.9,17.6,3.8,비회원,지원,Residential
2731.73,4.5,188.0,0.035,21.0,13.32,0.32,75.7,34.9,23.9,4.0,회원,미지원,Residential
2191.49,5.45,181.0,0.029,,14.28,0.08,78.0,10.9,5.8,4.0,비회원,지원,Business
6184.09,3.56,236.0,0.108,,15.86,3.51,71.0,17.0,10.3,2.3,회원,지원,Business
4454.23,4.25,222.0,0.05,,11.0,4.37,78.0,37.1,30.6,,비회원,지원,Residential
4263.9,3.47,182.0,0.094,,9.36,1.95,78.8,8.3,12.4,,비회원,지원,Business
4426.75,4.72,258.0,0.097,,14.82,1.93,70.9,2.2,5.0,,비회원,지원,Residential
5113.55,4.41,146.0,0.132,35.0,10.54,0.47,81.2,47.9,13.1,,비회원,미지원,Residential
2484.48,4.62,231.0,0.089,,12.79,1.17,56.6,43.0,12.4,3.6,비회원,지원,Business
3473.11,4.59,230.0,0.02,23.0,11.12,7.29,59.7,18.6,22.6,3.7,비회원,미지원,Residential
2087.37,5.09,185.0,0.091,,11.22,2.91,66.7,3.5,22.5,4.8,회원,미지원,Business
2935.15,4.82,216.0,0.047,,13.86,0.54,77.3,29.2,11.2,,비회원,미지원,Residential
5522.64,5.0,719.0,0.118,18.0,10.89,0.54,69.0,16.6,15.3,2.5,비회원,지원,Residential
4266.06,3.86,246.0,0.161,,13.54,0.99,64.3,23.9,21.8,4.9,비회원,미지원,Residential
472.32,5.22,191.0,0.056,17.0,8.11,0.78,74.3,16.4,22.0,4.2,회원,미지원,Residential
4301.38,4.07,174.0,0.132,28.0,10.6,0.7,75.8,10.5,10.8,3.0,비회원,미지원,Business
3364.33,4.1,252.0,0.032,26.0,10.55,1.48,69.9,23.2,11.5,3.5,회원,미지원,Business
3794.29,4.66,165.0,0.123,27.0,13.99,0.02,65.5,57.9,32.8,3.3,비회원,지원,Business
2788.97,4.68,130.0,0.11,,10.52,2.16,75.1,16.0,16.2,3.7,비회원,미지원,Residential
4933.4,3.86,122.0,0.171,,13.07,2.02,81.4,20.2,28.5,4.7,비회원,미지원,Residential
3752.95,4.4,230.0,0.075,21.0,13.51,2.66,65.3,19.8,19.6,,비회원,지원,Business
3367.09,5.39,136.0,0.034,,13.27,2.76,87.6,28.8,25.7,3.6,회원,지원,Residential
3712.3,3.62,288.0,0.025,,12.83,1.25,70.5,50.6,22.4,3.9,비회원,미지원,Business
1358.54,5.39,96.0,0.041,,11.31,2.27,69.9,24.1,19.2,3.8,비회원,지원,Residential
2827.77,4.35,285.0,0.023,,10.99,1.02,76.1,48.4,19.1,3.3,비회원,미지원,Business
5372.95,3.1,211.0,0.044,17.0,12.52,4.54,75.8,6.9,9.3,4.5,비회원,지원,Residential
2036.07,3.68,195.0,0.112,,8.51,0.32,57.1,53.7,16.8,3.7,회원,지원,Business
4875.08,3.92,173.0,0.094,,15.01,3.71,74.1,11.1,14.3,3.6,회원,미지원,Business
4784.9,4.13,220.0,0.157,,14.6,0.45,79.6,2.4,15.7,,비회원,미지원,Business
3173.62,4.44,198.0,0.095,,10.77,0.16,83.2,9.5,15.4,3.6,비회원,미지원,Residential
5696.14,2.88,255.0,0.078,27.0,12.53,0.87,74.1,11.4,19.1,3.5,회원,미지원,Business
2541.21,4.61,206.0,0.106,11.0,15.46,1.43,72.2,30.5,22.5,3.2,회원,미지원,Business
3239.89,3.87,208.0,0.037,,10.17,0.39,80.8,27.0,17.0,5.0,회원,지원,Business
3655.74,5.33,182.0,0.086,,13.94,1.22,89.3,43.0,24.7,4.3,비회원,미지원,Residential
3934.79,4.34,197.0,0.158,,8.66,2.47,75.7,3.1,15.1,3.6,비회원,지원,Residential
1879.93,5.07,215.0,0.039,,12.19,0.45,73.5,29.9,18.6,,회원,미지원,Residential
5218.28,5.17,114.0,0.138,27.0,15.07,1.3,85.1,19.9,35.7,,회원,지원,Residential
1056.88,5.15,133.0,0.077,,12.41,0.62,66.0,37.8,9.6,3.8,회원,미지원,Business
3916.01,4.16,237.0,0.043,,12.93,1.13,75.5,2.6,15.1,3.2,비회원,지원,Residential
5517.72,4.15,209.0,0.08,17.0,15.26,1.65,94.3,2.1,5.3,3.3,회원,지원,Business
3354.81,4.37,191.0,0.023,20.0,13.72,0.65,78.6,25.6,19.6,,비회원,지원,Business
5535.3,4.88,201.0,0.11,16.0,13.57,7.8,81.1,48.7,18.1,4.3,비회원,지원,Business
3413.15,4.19,217.0,0.029,21.0,12.69,1.24,72.4,40.3,18.9,3.0,회원,지원,Business
3824.04,4.43,173.0,0.043,,13.06,2.61,79.7,1.0,11.6,3.6,회원,지원,Business
5034.92,4.66,161.0,0.19,,14.43,1.94,84.7,10.7,12.7,4.2,회원,미지원,Business
5242.83,3.96,210.0,0.065,26.0,15.83,2.87,62.9,13.6,18.4,4.5,회원,지원,Business
3311.05,3.92,151.0,0.027,,14.36,0.29,74.2,25.4,8.2,4.1,회원,지원,Business
3606.19,4.41,220.0,0.082,,13.66,0.38,77.8,35.2,24.2,3.5,회원,미지원,Residential
2590.74,4.48,115.0,0.089,23.0,9.08,1.0,74.5,13.0,8.3,3.9,회원,지원,Residential
3586.37,4.76,251.0,0.102,16.0,14.54,2.87,71.1,23.0,16.9,3.7,비회원,미지원,Residential
4854.24,4.9,224.0,0.16,,13.89,0.33,86.2,35.0,14.9,4.0,회원,지원,Business
5344.53,3.84,213.0,0.061,,14.16,5.31,76.6,23.0,14.5,4.7,비회원,미지원,Business
2363.64,4.01,249.0,0.08,15.0,9.85,0.2,69.4,8.6,6.8,3.3,회원,지원,Residential
5861.05,3.92,283.0,0.108,,15.23,0.29,82.9,29.5,17.7,4.0,비회원,지원,Business
1870.32,5.35,251.0,0.053,,8.78,0.27,86.1,19.4,9.5,3.7,비회원,미지원,Residential
2491.64,4.43,108.0,0.006,21.0,10.03,1.32,84.1,51.9,19.0,3.6,비회원,지원,Residential
4121.88,4.51,136.0,0.158,,13.3,3.74,71.7,46.5,12.7,3.7,회원,미지원,Business
3011.19,4.53,169.0,0.081,,13.39,0.44,72.0,11.4,17.6,4.6,비회원,지원,Business
2476.51,4.07,201.0,0.073,,10.51,1.21,66.7,9.2,5.3,4.1,비회원,미지원,Residential
2304.49,5.44,226.0,0.073,20.0,13.61,0.29,77.0,20.9,24.4,,회원,미지원,Business
2622.41,4.75,164.0,0.057,16.0,11.1,1.5,83.8,24.7,25.7,4.2,비회원,지원,Business
3465.56,4.52,209.0,0.182,23.0,8.0,0.2,79.5,55.9,14.1,3.5,비회원,미지원,Residential
4632.3,3.84,162.0,0.118,,9.3,1.01,89.0,18.1,37.6,2.7,비회원,지원,Residential
3098.88,3.8,169.0,0.047,21.0,15.06,1.6,59.5,52.1,23.3,2.4,회원,미지원,Residential
2407.93,4.31,130.0,0.078,22.0,9.78,1.3,76.1,30.3,16.2,4.1,회원,미지원,Business
2739.55,4.08,154.0,0.044,,8.9,0.23,81.7,53.1,14.6,,회원,지원,Residential
3031.84,3.86,132.0,0.037,,13.46,0.26,70.1,42.1,12.5,4.4,비회원,지원,Residential
1921.11,4.28,151.0,0.058,20.0,11.53,1.67,65.9,42.5,13.9,4.0,비회원,미지원,Business
3663.72,4.37,253.0,0.109,17.0,14.37,2.48,65.3,31.1,17.2,4.0,비회원,미지원,Residential
3279.59,4.59,153.0,0.008,20.0,14.89,3.58,75.8,50.4,17.7,3.5,회원,미지원,Business
4081.57,4.2,332.0,0.03,,14.77,2.52,65.1,15.3,8.2,4.1,회원,미지원,Residential
6672.44,3.9,225.0,0.138,20.0,10.5,5.47,86.8,54.4,27.5,,회원,지원,Tourist
4012.07,3.92,209.0,0.095,,12.04,0.79,79.1,38.2,23.5,2.6,회원,미지원,Residential
2416.76,5.23,157.0,0.121,,13.2,0.6,73.4,26.3,30.9,3.7,비회원,미지원,Residential
4249.14,3.75,235.0,0.155,19.0,10.58,0.04,74.4,58.9,20.6,4.6,비회원,지원,Residential
2572.77,4.72,171.0,0.002,24.0,8.33,0.9,83.7,51.7,25.3,3.1,회원,지원,Residential
3626.05,4.81,206.0,0.085,20.0,11.97,1.58,85.7,46.3,9.2,3.9,회원,미지원,Residential
2452.45,4.43,328.0,0.09,17.0,8.1,2.53,67.5,16.4,22.2,3.4,회원,미지원,Business
1673.63,5.56,195.0,0.04,16.0,15.61,0.47,69.1,58.4,5.5,3.6,회원,지원,Residential
3609.3,4.8,257.0,0.116,,14.37,1.08,72.1,44.6,11.2,2.7,회원,미지원,Business
1834.63,5.61,165.0,0.032,27.0,9.54,1.63,70.0,36.3,35.5,4.4,회원,지원,Residential
1853.59,4.11,198.0,0.085,19.0,10.3,1.2,60.6,55.3,15.6,3.9,회원,미지원,Residential
4688.47,4.12,289.0,0.089,,15.86,0.48,68.5,9.7,17.9,,비회원,지원,Residential
2740.36,4.82,169.0,0.089,,10.99,2.39,69.4,8.3,22.9,4.1,회원,지원,Residential
3794.07,4.34,291.0,0.073,,14.27,0.29,65.4,33.8,17.7,3.9,회원,지원,Residential
3741.32,5.51,235.0,0.043,28.0,11.57,3.53,78.5,3.4,10.8,3.4,회원,미지원,Residential
4151.83,4.71,172.0,0.084,16.0,14.91,4.57,74.0,39.8,11.0,5.0,비회원,지원,Residential
3726.85,3.87,232.0,0.104,14.0,13.63,0.68,79.9,14.4,23.6,4.1,비회원,미지원,Business
2677.29,3.46,249.0,0.044,,8.18,0.71,67.1,7.1,20.1,4.6,비회원,지원,Business
